"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}";
/;20110103;30;31;4.204.761.904.761.900;38;883.0;34;
/;20110104;49;41;1.257.605.633.802.810;110;8929.0;54;
/;20110105;41;34;128.28;58;3207.0;44;
/;20110106;42;37;6.553.571.428.571.420;51;1835.0;44;
/;20110107;43;40;4.778.378.378.378.370;64;1768.0;48;
/;20110108;31;29;3.290.909.090.909.090;41;724.0;33;
/;20110109;23;24;16.354.545.454.545.400;28;1799.0;24;
/;20110110;30;31;5.738.461.538.461.530;45;1492.0;31;
/;20110111;46;41;78.22;78;3911.0;49;
/;20110112;47;44;23.903.225.806.451.600;55;741.0;48;
/;20110113;38;38;53.333.333.333.333.300;49;1600.0;38;
/;20110114;46;46;533.235.294.117.647;60;1813.0;50;
/;20110115;25;22;26.285.714.285.714.200;32;368.0;26;
/;20110116;29;26;11.769.565.217.391.300;36;2707.0;31;
/;20110117;32;31;3.082.608.695.652.170;41;709.0;35;
/;20110118;49;49;4.022.727.272.727.270;54;885.0;51;
/;20110119;62;61;8.367.567.567.567.560;110;6192.0;70;
/;20110120;43;42;825.625;75;3963.0;48;
/;20110121;40;39;9.657.575.757.575.750;59;3187.0;42;
/;20110122;26;25;4.927.777.777.777.770;31;887.0;27;
/;20110123;24;26;20.137.931.034.482.700;41;584.0;26;
/;20110124;41;45;2.246.875;53;719.0;46;
/;20110125;35;36;12.038.461.538.461.500;73;6260.0;40;
/;20110126;33;32;11.052.380.952.380.900;39;2321.0;34;
/;20110127;37;37;456.551.724.137.931;53;1324.0;39;
/;20110128;38;39;6.347.142.857.142.850;90;4443.0;40;
/;20110129;14;15;1.946.153.846.153.840;20;253.0;16;
/;20110130;27;25;24.744.444.444.444.400;30;2227.0;27;
/;20110131;26;26;9.818.181.818.181.810;30;108.0;27;
/;20110201;43;42;7.647.826.086.956.520;95;5277.0;45;
/;20110202;31;29;55.193.548.387.096.700;49;1711.0;35;
/;20110203;41;38;7.241.935.483.870.960;52;2245.0;44;
/;20110204;35;35;13.617.857.142.857.100;50;3813.0;38;
/;20110205;41;31;6.528.571.428.571.420;45;1371.0;41;
/;20110206;45;32;12.018.181.818.181.800;60;3966.0;47;
/;20110207;51;41;2.762.962.962.962.960;62;746.0;52;
/;20110208;64;49;7.873.809.523.809.520;83;3307.0;66;
/;20110209;57;46;7.108.333.333.333.330;70;2559.0;60;
/;20110210;52;42;7.520.689.655.172.410;64;2181.0;56;
/;20110211;25;26;41.9;30;419.0;27;
/;20110212;19;22;27.833.333.333.333.300;27;334.0;22;
/;20110213;23;27;24.55;38;491.0;28;
/;20110214;39;37;9.534.615.384.615.380;50;2479.0;39;
/;20110215;43;43;9.303.030.303.030.300;130;9210.0;48;
/;20110216;41;42;8.244.680.851.063.820;70;3875.0;45;
/;20110217;51;46;862.051.282.051.282;105;6724.0;55;
/;20110218;37;35;54.2;44;1355.0;40;
/;20110219;27;29;7.642.105.263.157.890;34;1452.0;29;
/;20110220;27;30;45.85;38;917.0;30;
/;20110221;43;37;6.991.891.891.891.890;59;2587.0;46;
/;20110222;49;53;63.111.111.111.111.100;68;2272.0;54;
/;20110223;34;36;27.423.076.923.076.900;45;713.0;37;
/;20110224;27;30;17.952.380.952.380.900;38;377.0;30;
/;20110225;34;36;2.853.846.153.846.150;47;742.0;38;
/;20110226;17;18;10.082.352.941.176.400;24;1714.0;18;
/;20110227;5;5;42.0;5;42.0;5;
/;20110228;31;33;14.004.347.826.086.900;42;3221.0;34;
/;20110301;46;47;8.086.046.511.627.900;115;6954.0;51;
/;20110302;51;50;728.108.108.108.108;72;2694.0;56;
/;20110303;62;63;4.050.769.230.769.230;100;2633.0;67;
/;20110304;62;61;46.52;80;2326.0;65;
/;20110305;29;30;74.64;37;1866.0;30;
/;20110306;37;36;3.628.125;55;1161.0;41;
/;20110307;42;41;84.0;57;3108.0;43;
/;20110308;42;43;9.518.867.924.528.300;80;5045.0;48;
/;20110309;64;64;8.181.538.461.538.460;95;5318.0;69;
/;20110310;92;82;6.442.708.333.333.330;125;6185.0;101;
/;20110311;48;48;4.668.571.428.571.420;62;1634.0;50;
/;20110312;23;21;2.536.842.105.263.150;28;482.0;23;
/;20110313;38;31;10.473.913.043.478.200;47;2409.0;41;
/;20110314;53;45;32.642.857.142.857.100;80;1828.0;57;
/;20110315;46;46;4.244.186.046.511.620;65;1825.0;49;
/;20110316;84;61;7.076.987.447.698.740;282;16914.0;97;
/;20110317;57;54;8.820.320.855.614.970;222;16494.0;68;
/;20110318;48;45;8.205.172.413.793.100;79;4759.0;51;
/;20110319;30;28;4.336.842.105.263.150;37;824.0;31;
/;20110320;16;18;3.657.142.857.142.850;27;512.0;18;
/;20110321;66;59;10.332.786.885.245.900;93;6303.0;71;
/;20110322;90;79;1.060.958.904.109.580;123;7745.0;93;
/;20110323;54;51;6.324.528.301.886.790;83;3352.0;60;
/;20110324;64;55;59.962.025.316.455.600;114;4737.0;69;
/;20110325;50;44;6.988.636.363.636.360;75;3075.0;54;
/;20110326;26;25;16.347.826.086.956.500;37;376.0;26;
/;20110327;27;27;29.56;38;739.0;29;
/;20110328;78;64;84.75;110;5763.0;84;
/;20110329;54;51;701.304.347.826.087;122;6452.0;56;
/;20110330;63;63;6.882.894.736.842.100;116;5231.0;71;
/;20110331;41;42;36.114.285.714.285.700;58;1264.0;46;
/;20110401;52;56;10.696.923.076.923.000;97;6953.0;68;
/;20110402;28;29;42.142.857.142.857.100;34;590.0;29;
/;20110403;19;21;7.994.117.647.058.820;29;1359.0;23;
/;20110404;49;41;5.618.181.818.181.810;69;2472.0;51;
/;20110405;55;52;7.421.311.475.409.830;88;4527.0;61;
/;20110406;49;48;129.88;72;6494.0;54;
/;20110407;44;47;37.973.684.210.526.300;65;1443.0;48;
/;20110408;34;33;19.952.380.952.380.900;42;419.0;35;
/;20110409;15;18;29.166.666.666.666.600;25;525.0;18;
/;20110410;33;33;3.776.470.588.235.290;43;642.0;34;
/;20110411;54;52;4.855.882.352.941.170;68;1651.0;57;
/;20110412;60;62;4.481.818.181.818.180;80;1972.0;67;
/;20110413;42;40;6.911.111.111.111.110;54;1866.0;44;
/;20110414;49;46;9.895.918.367.346.930;79;4849.0;56;
/;20110415;39;37;1.310.392.156.862.740;73;6683.0;43;
/;20110416;16;11;4.069.230.769.230.760;20;529.0;17;
/;20110417;16;16;8.583.333.333.333.330;24;103.0;17;
/;20110418;123;102;1.012.875.816.993.460;217;15497.0;128;
/;20110419;71;68;3.506.367.041.198.500;303;9362.0;75;
/;20110420;73;69;126.94;139;12694.0;83;
/;20110421;58;50;9.122.727.272.727.270;163;12042.0;63;
/;20110422;25;26;5.006.666.666.666.660;35;751.0;30;
/;20110423;32;27;10.814.285.714.285.700;55;3785.0;35;
/;20110424;15;15;17.695.652.173.913.000;31;407.0;17;
/;20110425;29;25;11.691.666.666.666.600;39;2806.0;29;
/;20110426;37;36;60.668.449.197.860.900;207;11345.0;42;
/;20110427;44;42;7.428.571.428.571.420;80;4160.0;45;
/;20110428;76;84;9.568.354.430.379.740;119;7559.0;92;
/;20110429;51;53;4.007.692.307.692.300;69;1563.0;59;
/;20110430;33;36;4.141.935.483.870.960;51;1284.0;40;
/;20110501;37;34;32.370.370.370.370.300;47;874.0;39;
/;20110502;45;41;8.252.173.913.043.470;79;3796.0;49;
/;20110503;43;38;59.46;72;2973.0;46;
/;20110504;57;52;6.442.372.881.355.930;150;7602.0;68;
/;20110505;30;36;7.035.714.285.714.280;105;5910.0;38;
/;20110506;44;42;74.32;77;3716.0;48;
/;20110507;20;20;6.361.538.461.538.460;27;827.0;21;
/;20110508;24;26;52.583.333.333.333.300;29;631.0;26;
/;20110509;63;59;32.785.714.285.714.200;83;1377.0;66;
/;20110510;41;42;12.925.531.914.893.600;70;6075.0;45;
/;20110511;44;40;10.502.702.702.702.700;64;3886.0;49;
/;20110512;42;42;9.151.351.351.351.350;59;3386.0;45;
/;20110513;57;55;12.982.692.307.692.300;89;6751.0;60;
/;20110514;17;21;7.721.739.130.434.780;32;1776.0;21;
/;20110515;38;37;6.621.052.631.578.940;66;2516.0;42;
/;20110516;72;55;7.760.625;207;12417.0;79;
/;20110517;47;48;3.796.306.818.181.810;384;13363.0;51;
/;20110518;51;40;7.190.243.902.439.020;112;5896.0;52;
/;20110519;51;47;4.286.666.666.666.660;65;1286.0;54;
/;20110520;49;47;3.254.545.454.545.450;61;1074.0;55;
/;20110521;20;21;5.393.333.333.333.330;29;809.0;23;
/;20110522;28;28;34.85;36;697.0;31;
/;20110523;45;36;40.0;58;1240.0;47;
/;20110524;48;49;3.690.909.090.909.090;113;2842.0;57;
/;20110525;66;54;820.909.090.909.091;94;4515.0;67;
/;20110526;46;40;4.431.818.181.818.180;72;1950.0;51;
/;20110527;46;34;5.771.844.660.194.170;123;5945.0;49;
/;20110528;25;25;23.833.333.333.333.300;29;429.0;25;
/;20110529;38;38;33.714.285.714.285.700;56;1180.0;40;
/;20110530;43;41;4.842.857.142.857.140;75;2373.0;48;
/;20110531;52;52;5.217.391.304.347.820;77;2400.0;59;
/;20110601;31;31;32.0;49;832.0;34;
/;20110602;26;27;34.25;32;685.0;27;
/;20110603;33;32;11.066.666.666.666.600;45;2988.0;35;
/;20110604;27;27;8.369.565.217.391.300;38;1925.0;29;
/;20110605;41;39;4.404.545.454.545.450;114;3876.0;44;
/;20110606;56;44;45.472.727.272.727.200;85;2501.0;59;
/;20110607;51;50;6.732.432.432.432.430;64;2491.0;53;
/;20110608;64;55;7.447.368.421.052.630;103;4245.0;70;
/;20110609;28;30;611.578.947.368.421;41;1162.0;30;
/;20110610;46;43;10.704.878.048.780.400;69;4389.0;51;
/;20110611;22;22;31.346.153.846.153.800;38;815.0;24;
/;20110612;37;34;5.024.242.424.242.420;56;1658.0;41;
/;20110613;26;30;5.518.518.518.518.510;43;1490.0;31;
/;20110614;60;56;8.486.206.896.551.720;92;4922.0;64;
/;20110615;50;49;8.661.538.461.538.460;87;4504.0;59;
/;20110616;60;51;2.606.382.978.723.400;77;1225.0;63;
/;20110617;30;30;119.25;89;8109.0;37;
/;20110618;31;34;31.0;53;713.0;39;
/;20110619;28;25;8.127.777.777.777.770;39;1463.0;30;
/;20110620;72;52;9.614.772.727.272.720;132;8461.0;77;
/;20110621;55;45;4.653.125;138;4467.0;67;
/;20110622;53;45;6.003.125;130;5763.0;57;
/;20110623;35;30;4.686.666.666.666.660;50;1406.0;38;
/;20110624;43;34;36.25;59;1450.0;43;
/;20110625;23;18;39.5;28;395.0;24;
/;20110626;31;27;2.331.578.947.368.420;42;443.0;34;
/;20110627;36;36;6.602.702.702.702.700;60;2443.0;40;
/;20110628;33;35;14.221.212.121.212.100;56;4693.0;40;
/;20110629;28;28;7.216.666.666.666.660;44;2165.0;34;
/;20110630;24;25;5.323.529.411.764.700;33;905.0;27;
/;20110701;30;30;4.013.333.333.333.330;47;1204.0;35;
/;20110702;24;25;3.786.363.636.363.630;33;833.0;25;
/;20110703;21;16;11.326.666.666.666.600;33;1699.0;21;
/;20110704;43;34;10.160.975.609.756.000;64;4166.0;43;
/;20110705;44;41;33.088.235.294.117.600;59;1125.0;47;
/;20110706;45;39;62.214.285.714.285.700;58;1742.0;47;
/;20110707;33;31;63.035.714.285.714.200;48;1765.0;35;
/;20110708;24;24;78.25;27;939.0;25;
/;20110709;18;19;27.583.333.333.333.300;25;331.0;19;
/;20110710;17;17;10.077.777.777.777.700;20;907.0;18;
/;20110711;30;30;18.666.666.666.666.600;36;336.0;31;
/;20110712;31;29;27.428.571.428.571.400;38;576.0;32;
/;20110713;42;38;19.470.588.235.294.100;50;331.0;43;
/;20110714;43;39;3.677.777.777.777.770;54;993.0;45;
/;20110715;38;31;4.786.666.666.666.660;49;718.0;42;
/;20110716;32;27;38.333.333.333.333.300;44;805.0;35;
/;20110717;37;29;10.123.076.923.076.900;48;2632.0;39;
/;20110718;54;44;9.824.489.795.918.360;85;4814.0;58;
/;20110719;54;49;14.205.263.157.894.700;75;5398.0;57;
/;20110720;46;41;6.988.571.428.571.420;64;2446.0;47;
/;20110721;48;35;36.758.620.689.655.100;64;1066.0;50;
/;20110722;41;31;14.547.619.047.619.000;67;611.0;43;
/;20110723;31;29;331.875;43;531.0;35;
/;20110724;30;26;37.375;35;598.0;30;
/;20110725;53;51;3.508.888.888.888.880;80;1579.0;58;
/;20110726;51;51;4.980.555.555.555.550;69;1793.0;55;
/;20110727;39;34;27.272.727.272.727.200;52;900.0;41;
/;20110728;32;32;28.041.666.666.666.600;46;673.0;35;
/;20110729;17;17;22.546.153.846.153.800;24;2931.0;17;
/;20110730;18;21;8.955.555.555.555.550;29;1612.0;22;
/;20110731;22;25;453.125;29;725.0;26;
/;20110801;22;22;918.125;27;1469.0;22;
/;20110802;29;29;33.142.857.142.857.100;42;696.0;30;
/;20110803;33;34;109.0;46;2616.0;35;
/;20110804;27;27;97.48;38;2437.0;30;
/;20110805;46;46;7.936.111.111.111.110;62;2857.0;49;
/;20110806;17;20;38.388.888.888.888.800;28;691.0;20;
/;20110807;24;24;2.758.823.529.411.760;31;469.0;27;
/;20110808;41;39;30.0;66;1350.0;42;
/;20110809;44;45;80.65;65;3226.0;47;
/;20110810;33;30;6.748.387.096.774.190;49;2092.0;35;
/;20110811;41;38;11.334.285.714.285.700;58;3967.0;43;
/;20110812;33;29;100.0;49;3200.0;33;
/;20110813;26;26;22.545.454.545.454.500;32;248.0;27;
/;20110814;21;22;53.666.666.666.666.600;31;644.0;24;
/;20110815;50;42;61.883.720.930.232.500;76;2661.0;51;
/;20110816;30;30;13.773.076.923.076.900;95;10743.0;32;
/;20110817;26;26;5.624.324.324.324.320;60;2081.0;31;
/;20110818;37;40;28.444.444.444.444.400;45;512.0;41;
/;20110819;25;25;3.563.157.894.736.840;35;677.0;25;
/;20110820;27;28;6.516.666.666.666.660;32;782.0;28;
/;20110821;16;18;6.692.857.142.857.140;23;937.0;18;
/;20110822;28;31;27.045.454.545.454.500;42;595.0;31;
/;20110823;37;38;10.235.416.666.666.600;81;4913.0;44;
/;20110824;37;34;602.093.023.255.814;67;2589.0;37;
/;20110825;21;17;10.236.363.636.363.600;37;2252.0;21;
/;20110826;25;23;34.526.315.789.473.600;35;656.0;27;
/;20110827;24;26;13.478.571.428.571.400;32;1887.0;26;
/;20110828;19;24;46.333.333.333.333.300;26;417.0;24;
/;20110829;34;35;25.484.848.484.848.400;54;841.0;39;
/;20110830;38;37;3.468.181.818.181.810;55;763.0;40;
/;20110831;53;50;2.434.285.714.285.710;68;852.0;54;
/;20110901;86;81;9.218.987.341.772.150;143;7283.0;89;
/;20110902;54;48;37.666.666.666.666.600;83;1695.0;58;
/;20110903;37;37;4.746.666.666.666.660;42;712.0;37;
/;20110904;33;37;20.28;47;507.0;37;
/;20110905;82;74;6.402.222.222.222.220;102;2881.0;85;
/;20110906;75;67;6.544.067.796.610.160;109;3861.0;79;
/;20110907;72;64;9.060.606.060.606.060;104;5980.0;78;
/;20110908;53;51;43.906.976.744.186.000;80;1888.0;57;
/;20110909;45;41;21.4;63;642.0;49;
/;20110910;17;19;100.8;23;1008.0;19;
/;20110911;22;23;14.915.384.615.384.600;28;1939.0;23;
/;20110912;41;36;8.116.666.666.666.660;58;1948.0;46;
/;20110913;34;32;381.875;42;611.0;36;
/;20110914;48;49;41.567.567.567.567.500;67;1538.0;52;
/;20110915;61;62;4.669.387.755.102.040;86;2288.0;65;
/;20110916;49;54;40.970.588.235.294.100;62;1393.0;54;
/;20110917;39;38;8.378.260.869.565.210;50;1927.0;40;
/;20110918;40;41;9.670.588.235.294.110;47;1644.0;41;
/;20110919;56;57;10.722.857.142.857.100;135;11259.0;61;
/;20110920;44;42;13.307.142.857.142.800;60;3726.0;48;
/;20110921;57;56;8.211.764.705.882.350;101;5584.0;63;
/;20110922;46;45;5.613.953.488.372.090;68;2414.0;50;
/;20110923;33;34;44.714.285.714.285.700;51;1252.0;35;
/;20110924;27;29;4.742.857.142.857.140;33;664.0;29;
/;20110925;44;45;30.52;56;763.0;45;
/;20110926;52;47;5.554.838.709.677.410;60;1722.0;53;
/;20110927;70;63;36.075;89;1443.0;73;
/;20110928;59;57;11.989.189.189.189.100;76;4436.0;66;
/;20110929;51;50;22.114.285.714.285.700;65;774.0;54;
/;20110930;31;34;5.777.272.727.272.720;41;1271.0;36;
/;20111001;19;20;30.333.333.333.333.300;24;455.0;21;
/;20111002;33;34;12.438.095.238.095.200;47;2612.0;39;
/;20111003;51;49;386.551.724.137.931;58;1121.0;51;
/;20111004;50;45;1.463.125;78;7023.0;55;
/;20111005;45;46;7.693.333.333.333.330;59;2308.0;50;
/;20111006;58;58;23.841.463.414.634.100;83;9775.0;61;
/;20111007;53;52;9.338.636.363.636.360;76;4109.0;55;
/;20111008;32;34;47.666.666.666.666.600;44;1001.0;36;
/;20111009;41;41;4.323.809.523.809.520;53;908.0;44;
/;20111010;38;39;598.125;58;1914.0;41;
/;20111011;54;51;9.965.384.615.384.610;68;2591.0;57;
/;20111012;67;63;13.701.769.911.504.400;146;15483.0;73;
/;20111013;53;58;59.046.728.971.962.600;142;6318.0;61;
/;20111014;55;48;48.130.434.782.608.600;78;2214.0;59;
/;20111015;27;27;585.625;33;937.0;28;
/;20111016;35;36;4.069.230.769.230.760;38;529.0;36;
/;20111017;51;48;3.315.625;61;1061.0;52;
/;20111018;39;34;9.773.333.333.333.330;49;2932.0;44;
/;20111019;53;50;4.474.285.714.285.710;64;1566.0;55;
/;20111020;47;44;14.858.333.333.333.300;79;7132.0;50;
/;20111021;36;36;4.401.960.784.313.720;77;2245.0;38;
/;20111022;30;31;37.333.333.333.333.300;39;560.0;34;
/;20111023;22;24;9.747.058.823.529.410;29;1657.0;25;
/;20111024;39;37;4.425.925.925.925.920;52;1195.0;39;
/;20111025;38;39;35.607.142.857.142.800;47;997.0;40;
/;20111026;53;56;6.045.161.290.322.580;65;1874.0;56;
/;20111027;31;33;36.357.142.857.142.800;38;509.0;34;
/;20111028;38;39;30.555.555.555.555.500;49;550.0;41;
/;20111029;19;21;23.181.818.181.818.100;25;255.0;22;
/;20111030;27;27;954.375;35;1527.0;28;
/;20111031;80;79;3.653.658.536.585.360;104;1498.0;83;
/;20111101;67;66;11.920.930.232.558.100;87;5126.0;69;
/;20111102;39;38;515.625;58;1650.0;42;
/;20111103;70;68;11.273.809.523.809.500;97;4735.0;72;
/;20111104;42;41;2.661.904.761.904.760;52;559.0;43;
/;20111105;50;48;6.834.482.758.620.680;66;1982.0;51;
/;20111106;25;23;31.166.666.666.666.600;28;374.0;25;
/;20111107;32;30;3.607.692.307.692.300;40;469.0;35;
/;20111108;59;46;10.579.545.454.545.400;86;4655.0;62;
/;20111109;56;50;25.732.919.254.658.300;204;4143.0;57;
/;20111110;59;59;69.25;99;3878.0;66;
/;20111111;45;37;31.0;58;868.0;46;
/;20111112;29;30;122.6;40;2452.0;32;
/;20111113;35;37;9.427.586.206.896.550;55;2734.0;39;
/;20111114;33;46;819.047.619.047.619;53;1720.0;47;
/;20111115;62;60;9.332.203.389.830.500;98;5506.0;71;
/;20111116;45;42;4.261.635.220.125.780;186;6776.0;52;
/;20111117;55;59;652.843.137.254.902;147;6659.0;71;
/;20111118;57;65;528.235.294.117.647;100;2694.0;74;
/;20111119;38;42;9.269.047.619.047.610;68;3893.0;44;
/;20111120;29;32;4.508.695.652.173.910;39;1037.0;33;
/;20111121;42;47;20.622.222.222.222.200;69;928.0;50;
/;20111122;51;52;3.224.242.424.242.420;63;1064.0;52;
/;20111123;38;38;9.754.054.054.054.050;60;3609.0;41;
/;20111124;44;43;143.5;57;4305.0;47;
/;20111125;48;49;27.348.837.209.302.300;77;1176.0;54;
/;20111126;32;35;20.703.703.703.703.700;53;559.0;38;
/;20111127;28;31;27.846.153.846.153.800;44;724.0;33;
/;20111128;31;34;10.622.727.272.727.200;44;2337.0;36;
/;20111129;34;32;50.476.190.476.190.400;43;1060.0;34;
/;20111130;50;55;29.487.179.487.179.400;80;1150.0;63;
/;20111201;44;42;2.097.222.222.222.220;55;755.0;44;
/;20111202;26;28;38.25;29;612.0;28;
/;20111203;38;33;3.586.363.636.363.630;91;2367.0;40;
/;20111204;33;34;14.117.647.058.823.500;55;480.0;36;
/;20111205;42;45;5.003.389.830.508.470;89;2952.0;51;
/;20111206;43;44;2.561.764.705.882.350;62;871.0;48;
/;20111207;56;52;13.546.666.666.666.600;91;8128.0;64;
/;20111208;47;40;48.743.589.743.589.700;67;1901.0;52;
/;20111209;50;46;56.95;71;2278.0;56;
/;20111210;32;28;24.428.571.428.571.400;49;684.0;34;
/;20111211;33;29;46.416.666.666.666.600;45;1114.0;36;
/;20111212;65;65;44.233.333.333.333.300;94;2654.0;69;
/;20111213;55;65;8.049.019.607.843.130;92;4105.0;69;
/;20111214;51;45;70.425;69;2817.0;52;
/;20111215;40;42;70.9;67;2836.0;45;
/;20111216;35;38;3.556.666.666.666.660;54;1067.0;39;
/;20111217;29;30;46.2;38;924.0;31;
/;20111218;19;21;36.5;28;584.0;22;
/;20111219;41;47;49.568.627.450.980.300;74;2528.0;50;
/;20111220;44;45;9.172.941.176.470.580;117;7797.0;53;
/;20111221;40;38;7.319.354.838.709.670;85;4538.0;48;
/;20111222;42;41;12.714.864.864.864.800;98;9409.0;52;
/;20111223;30;32;24.05;41;481.0;34;
/;20111224;20;25;15.526.315.789.473.600;32;295.0;25;
/;20111225;16;21;173.125;28;277.0;21;
/;20111226;15;14;3.257.142.857.142.850;20;228.0;15;
/;20111227;42;42;13.912.121.212.121.200;127;13773.0;48;
/;20111228;31;31;25.64;44;641.0;32;
/;20111229;41;43;19.066.666.666.666.600;55;572.0;45;
/;20111230;41;38;1.528.011.049.723.750;213;27657.0;44;
/;20111231;18;16;16.191.666.666.666.600;28;1943.0;19;
/;20120101;15;17;4.145.833.333.333.330;23;4975.0;17;
/;20120102;32;32;2.957.894.736.842.100;40;562.0;35;
/;20120103;44;39;6.461.764.705.882.350;97;4394.0;48;
/;20120104;47;43;363.469.387.755.102;76;1781.0;50;
/;20120105;47;43;41.85;70;1674.0;48;
/;20120106;29;27;58.36;39;1459.0;30;
/;20120107;24;28;49.333.333.333.333.300;33;740.0;28;
/;20120108;28;34;49.6;45;1240.0;36;
/;20120109;54;45;7.178.260.869.565.210;79;3302.0;55;
/;20120110;65;61;1.397.625;119;11181.0;70;
/;20120111;70;61;1.299.857.142.857.140;114;9099.0;78;
/;20120112;58;54;7.385.882.352.941.170;112;6278.0;61;
/;20120113;43;39;130.0;84;7150.0;46;
/;20120114;37;37;19.384.615.384.615.300;48;504.0;41;
/;20120115;31;32;27.821.428.571.428.500;45;779.0;36;
/;20120116;44;44;9.414.583.333.333.330;75;4519.0;51;
/;20120117;56;51;63.28;83;3164.0;60;
/;20120118;58;60;8.271.428.571.428.570;95;5211.0;62;
/;20120119;50;42;1.123.529.411.764.700;92;5730.0;53;
/;20120120;55;54;10.501.754.385.964.900;95;5986.0;58;
/;20120121;31;34;57.464.285.714.285.700;43;1609.0;34;
/;20120122;28;30;26.1;35;522.0;30;
/;20120123;54;49;44.568.627.450.980.300;86;2273.0;57;
/;20120124;60;52;1.536.413.043.478.260;125;14135.0;66;
/;20120125;61;59;9.379.032.258.064.510;102;5815.0;68;
/;20120126;106;90;81.53;166;8153.0;109;
/;20120127;73;69;93.25;115;6341.0;78;
/;20120128;27;28;9.554.545.454.545.450;39;2102.0;28;
/;20120129;34;34;20.75;40;415.0;37;
/;20120130;59;58;46.75;108;3553.0;66;
/;20120131;76;74;70.609.375;106;4519.0;83;
/;20120201;49;49;7.653.191.489.361.700;71;3597.0;54;
/;20120202;51;51;9.253.703.703.703.700;85;4997.0;58;
/;20120203;38;43;6.898.648.648.648.640;102;5105.0;47;
/;20120204;35;44;104.8;56;3144.0;45;
/;20120205;30;35;3.488.461.538.461.530;46;907.0;36;
/;20120206;66;66;8.223.255.813.953.480;91;3536.0;71;
/;20120207;90;96;6.753.398.058.252.420;158;6956.0;107;
/;20120208;78;85;80.183.908.045.977;139;6976.0;94;
/;20120209;56;61;10.556.923.076.923.000;99;6862.0;72;
/;20120210;59;49;50.516.129.032.258.000;73;1566.0;61;
/;20120211;30;32;3.382.608.695.652.170;44;778.0;33;
/;20120212;41;40;46.888.888.888.888.800;55;1266.0;46;
/;20120213;60;61;6.922.448.979.591.830;84;3392.0;67;
/;20120214;47;51;48.888.888.888.888.800;85;2640.0;61;
/;20120215;63;56;7.729.545.454.545.450;86;3401.0;67;
/;20120216;59;54;7.476.744.186.046.510;83;3215.0;63;
/;20120217;53;51;7.802.857.142.857.140;66;2731.0;56;
/;20120218;23;24;9.485.714.285.714.280;33;1328.0;26;
/;20120219;23;25;8.747.368.421.052.630;32;1662.0;26;
/;20120220;59;61;27.897.435.897.435.800;72;1088.0;65;
/;20120221;54;53;1.381.304.347.826.080;77;6354.0;62;
/;20120222;71;69;5.090.384.615.384.610;94;2647.0;76;
/;20120223;47;43;6.825.641.025.641.020;76;2662.0;52;
/;20120224;64;65;3.559.090.909.090.900;85;1566.0;69;
/;20120225;37;37;5.761.538.461.538.460;51;1498.0;39;
/;20120226;45;44;57.958.333.333.333.300;55;1391.0;46;
/;20120227;44;43;3.844.117.647.058.820;63;1307.0;49;
/;20120228;62;62;4.376.470.588.235.290;76;1488.0;65;
/;20120229;46;47;52.32;58;1308.0;51;
/;20120301;52;53;9.505.405.405.405.400;104;7034.0;56;
/;20120302;52;53;10.816.279.069.767.400;78;4651.0;55;
/;20120303;31;30;956.086.956.521.739;45;2199.0;31;
/;20120304;29;33;34.291.666.666.666.600;43;823.0;33;
/;20120305;61;60;7.417.073.170.731.700;71;3041.0;61;
/;20120306;52;55;7.996.774.193.548.380;69;2479.0;59;
/;20120307;64;67;10.026.785.714.285.700;93;5615.0;72;
/;20120308;37;39;9.757.142.857.142.850;48;2049.0;40;
/;20120309;49;49;7.983.908.045.977.010;117;6946.0;59;
/;20120310;30;33;91.8;42;1836.0;34;
/;20120311;33;32;20.361.111.111.111.100;41;3665.0;34;
/;20120312;64;60;53.5;86;2354.0;70;
/;20120313;63;59;8.655.357.142.857.140;90;4847.0;65;
/;20120314;56;56;9.173.913.043.478.260;78;4220.0;63;
/;20120315;57;57;6.907.692.307.692.300;74;2694.0;61;
/;20120316;61;57;6.867.647.058.823.520;75;2335.0;65;
/;20120317;34;36;38.388.888.888.888.800;44;691.0;37;
/;20120318;29;36;136.1;41;1361.0;39;
/;20120319;63;64;3.254.716.981.132.070;91;1725.0;69;
/;20120320;70;70;63.183.673.469.387.700;93;3096.0;77;
/;20120321;51;53;33.404.761.904.761.900;68;1403.0;53;
/;20120322;58;57;10.475.714.285.714.200;100;7333.0;66;
/;20120323;55;54;28.083.333.333.333.300;87;1348.0;58;
/;20120324;29;28;24.3;40;486.0;30;
/;20120325;26;32;30.153.846.153.846.100;40;784.0;32;
/;20120326;66;64;7.993.478.260.869.560;95;3677.0;71;
/;20120327;71;67;5.543.283.582.089.550;114;3714.0;78;
/;20120328;69;68;7.884.684.684.684.680;150;8752.0;73;
