"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:pagePath""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:date""}";"{""columnType"":""DIMENSION"";""dataType"":""STRING"";""name"":""ga:visitLength""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visits""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:visitors""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:avgTimeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:pageviews""}";"{""columnType"":""METRIC"";""dataType"":""TIME"";""name"":""ga:timeOnPage""}";"{""columnType"":""METRIC"";""dataType"":""INTEGER"";""name"":""ga:uniquepageviews""}"
/;20091014;0;16;15;0.0;16;0.0;16
/;20091014;17;1;1;17.0;1;17.0;1
/;20091014;1798;0;1;8.0;1;8.0;1
/;20091014;186;1;1;21.0;1;21.0;1
/;20091014;188;1;1;69.5;2;139.0;1
/;20091014;190;0;1;0.0;1;0.0;1
/;20091014;20;1;1;13.0;2;13.0;1
/;20091014;242;1;1;242.0;2;242.0;1
/;20091014;26;1;1;26.0;2;26.0;1
/;20091014;346;1;1;55.0;1;55.0;1
/;20091014;364;1;1;34.0;1;34.0;1
/;20091014;38;1;1;38.0;1;38.0;1
/;20091014;48;1;1;48.0;1;48.0;1
/;20091014;50;1;1;25.0;1;25.0;1
/;20091014;62;1;1;23.0;1;23.0;1
/;20091014;64;1;1;64.0;2;64.0;1
/;20091014;693;1;1;299.0;2;598.0;1
/;20091014;772;1;1;12.0;1;12.0;1
/;20091014;8;2;2;8.0;3;16.0;2
/;20091014;84;1;1;59.0;1;59.0;1
/;20091015;0;20;19;0.0;20;0.0;20
/;20091015;10;1;1;10.0;1;10.0;1
/;20091015;1263;1;1;21.0;1;21.0;1
/;20091015;1437;1;1;24.0;1;24.0;1
/;20091015;1553;1;1;37.0;1;37.0;1
/;20091015;1639;1;1;116.0;2;232.0;1
/;20091015;20;1;1;20.0;1;20.0;1
/;20091015;205;1;1;119.0;2;119.0;1
/;20091015;304;0;1;37.0;1;37.0;1
/;20091015;306;1;1;68.0;2;68.0;1
/;20091015;35;1;1;14.0;1;14.0;1
/;20091015;68;1;1;17.0;1;17.0;1
/;20091015;75;1;1;75.0;1;75.0;1
/;20091015;78;1;1;14.0;1;14.0;1
/;20091016;0;7;7;0.0;7;0.0;7
/;20091016;136;1;1;44.0;1;44.0;1
/;20091016;144;1;1;144.0;1;144.0;1
/;20091016;17;1;1;10.0;2;10.0;1
/;20091016;23;1;1;14.0;2;14.0;1
/;20091016;342;1;1;7.566.666.666.666.660;4;227.0;1
/;20091016;36;1;1;36.0;1;36.0;1
/;20091016;372;1;1;9.0;1;9.0;1
/;20091016;410;0;1;22.0;1;22.0;1
/;20091016;49;1;1;11.5;2;23.0;1
/;20091016;53;1;1;11.0;2;11.0;1
/;20091016;61;0;1;8.0;1;8.0;1
/;20091016;980;1;1;84.5;2;169.0;1
/;20091017;0;14;14;0.0;14;0.0;14
/;20091017;112;1;1;20.666.666.666.666.600;3;62.0;1
/;20091017;171;0;1;0.0;1;0.0;1
/;20091017;275;1;1;52.0;2;104.0;1
/;20091017;321;1;1;31.0;1;31.0;1
/;20091017;40;1;1;40.0;1;40.0;1
/;20091017;421;1;1;11.5;3;23.0;1
/;20091017;84;1;1;61.0;2;61.0;1
/;20091018;0;8;8;0.0;8;0.0;8
/;20091018;110;1;1;15.0;1;15.0;1
/;20091018;113;1;1;113.0;1;113.0;1
/;20091018;24;1;1;24.0;1;24.0;1
/;20091018;246;1;1;211.0;2;211.0;1
/;20091018;33;0;1;8.0;1;8.0;1
/;20091018;38;1;1;28.0;2;28.0;1
/;20091018;45;1;1;17.0;2;17.0;1
/;20091018;88;1;1;88.0;2;88.0;1
/;20091019;0;14;13;0.0;14;0.0;14
/;20091019;14;0;1;0.0;1;0.0;1
/;20091019;273;1;1;22.0;1;22.0;1
/;20091019;33;1;1;27.0;1;27.0;1
/;20091019;43;1;1;8.333.333.333.333.330;3;25.0;1
/;20091019;46;1;1;8.666.666.666.666.660;4;26.0;1
/;20091019;61;1;1;6.0;1;6.0;1
/;20091019;7324;1;1;372.0;2;372.0;1
/;20091019;757;1;1;315.0;2;315.0;1
/;20091019;77;1;1;77.0;1;77.0;1
/;20091019;82;1;1;29.0;1;29.0;1
/;20091020;0;17;11;0.0;17;0.0;17
/;20091020;1023;1;1;13.2;5;66.0;1
/;20091020;126;1;1;35.0;2;70.0;1
/;20091020;1361;0;1;127.0;2;254.0;1
/;20091020;175;1;1;14.0;1;14.0;1
/;20091020;187;1;1;20.25;5;81.0;1
/;20091020;231;0;1;77.0;2;77.0;1
/;20091020;280;1;1;21.0;1;21.0;1
/;20091020;311;1;1;104.0;4;312.0;1
/;20091020;33;1;1;33.0;1;33.0;1
/;20091020;49;1;1;24.0;1;24.0;1
/;20091020;513;1;1;47.0;1;47.0;1
/;20091020;603;1;1;29.5;2;59.0;1
/;20091020;74;1;1;31.0;1;31.0;1
/;20091020;80;1;1;7.0;2;7.0;1
/;20091020;853;1;1;10.766.666.666.666.600;3;323.0;1
/;20091021;0;8;5;0.0;8;0.0;8
/;20091021;1061;0;1;52.0;1;52.0;1
/;20091021;1900;0;1;5.0;1;5.0;1
/;20091021;302;1;1;45.0;1;45.0;1
/;20091021;47;1;1;47.0;2;47.0;1
/;20091021;8;1;1;5.0;1;5.0;1
/;20091022;0;14;12;0.0;14;0.0;14
/;20091022;17;1;1;17.0;1;17.0;1
/;20091022;257;1;1;6.0;1;6.0;1
/;20091022;43;2;2;23.333.333.333.333.300;4;70.0;2
/;20091022;66;1;1;32.5;3;65.0;1
/;20091022;69;1;1;11.0;1;11.0;1
/;20091022;698;1;1;43.0;2;43.0;1
/;20091022;799;1;1;15.0;2;30.0;1
/;20091023;0;9;9;0.0;9;0.0;9
/;20091023;131;1;1;45.0;1;45.0;1
/;20091023;55;2;2;22.5;3;45.0;2
/;20091023;63;1;1;36.0;1;36.0;1
/;20091023;67;1;1;13.0;2;26.0;1
/;20091023;74;1;1;32.0;2;32.0;1
/;20091023;79;1;1;24.5;2;49.0;1
/;20091023;81;1;1;42.0;1;42.0;1
/;20091024;0;7;7;0.0;7;0.0;7
/;20091024;102;1;1;62.0;1;62.0;1
/;20091024;108;1;1;21.0;1;21.0;1
/;20091024;114;1;1;6.0;1;6.0;1
/;20091024;16;1;1;16.0;1;16.0;1
/;20091024;44;1;1;44.0;1;44.0;1
/;20091024;532;1;1;19.0;1;19.0;1
/;20091024;56;1;1;56.0;1;56.0;1
/;20091024;631;1;1;53.0;3;106.0;1
/;20091025;0;12;12;0.0;12;0.0;12
/;20091025;223;1;1;223.0;2;223.0;1
/;20091025;35;1;1;15.0;1;15.0;1
/;20091025;54;1;1;8.0;1;8.0;1
/;20091025;77;1;1;21.333.333.333.333.300;4;64.0;1
/;20091025;909;1;1;18.0;2;36.0;1
/;20091025;914;1;1;317.0;1;317.0;1
/;20091026;0;22;20;0.0;22;0.0;22
/;20091026;1005;1;1;28.0;1;28.0;1
/;20091026;141;1;1;15.0;2;30.0;1
/;20091026;148;1;1;148.0;2;148.0;1
/;20091026;17;1;1;17.0;1;17.0;1
/;20091026;1746;1;1;28.666.666.666.666.600;3;86.0;1
/;20091026;177;1;1;16.0;1;16.0;1
/;20091026;34;1;1;34.0;2;34.0;1
/;20091026;423;1;1;37.0;1;37.0;1
/;20091026;44;1;1;10.75;5;43.0;1
/;20091026;45;1;1;15.0;1;15.0;1
/;20091026;472;1;1;16.0;1;16.0;1
/;20091026;55;1;1;14.0;1;14.0;1
/;20091026;60;1;1;60.0;1;60.0;1
/;20091026;733;1;1;24.714.285.714.285.700;7;173.0;1
/;20091026;91;1;1;58.0;1;58.0;1
/;20091027;0;14;14;0.0;14;0.0;14
/;20091027;12;1;1;12.0;1;12.0;1
/;20091027;120;1;1;31.0;3;62.0;1
/;20091027;122;1;1;12.0;2;12.0;1
/;20091027;124;1;1;18.5;2;37.0;1
/;20091027;1246;1;1;1181.0;1;1181.0;1
/;20091027;164;1;1;36.5;3;73.0;1
/;20091027;226;1;1;35.333.333.333.333.300;3;106.0;1
/;20091027;235;1;1;32.0;1;32.0;1
/;20091027;280;0;1;29.0;1;29.0;1
/;20091027;34;1;1;8.0;2;8.0;1
/;20091027;47;1;1;47.0;2;47.0;1
/;20091027;609;1;1;14.0;1;14.0;1
/;20091027;7;1;1;7.0;1;7.0;1
/;20091027;91;1;1;30.0;1;30.0;1
/;20091027;92;1;1;92.0;2;92.0;1
/;20091028;0;12;11;0.0;12;0.0;12
/;20091028;116;1;1;73.0;1;73.0;1
/;20091028;156;1;1;29.0;1;29.0;1
/;20091028;1580;1;1;1580.0;1;1580.0;1
/;20091028;17;1;1;13.0;2;13.0;1
/;20091028;1780;1;1;18.0;1;18.0;1
/;20091028;2179;0;1;18.0;2;36.0;1
/;20091028;2211;1;1;5.0;1;5.0;1
/;20091028;27;1;1;27.0;1;27.0;1
/;20091028;40;1;1;40.0;1;40.0;1
/;20091028;63;1;1;8.0;1;8.0;1
/;20091028;655;1;1;26.0;1;26.0;1
/;20091028;79;1;1;39.5;2;79.0;1
/;20091028;84;1;1;42.0;3;84.0;1
/;20091029;0;22;22;0.0;22;0.0;22
/;20091029;11;1;1;11.0;1;11.0;1
/;20091029;133;1;1;66.0;2;132.0;1
/;20091029;15;1;1;6.0;1;6.0;1
/;20091029;18;1;1;18.0;1;18.0;1
/;20091029;225;1;1;32.0;1;32.0;1
/;20091029;230;1;1;53.0;3;159.0;1
/;20091029;253;1;1;40.5;2;81.0;1
/;20091029;26;1;1;10.5;2;21.0;1
/;20091029;27;1;1;13.5;3;27.0;1
/;20091029;274;1;1;7.0;1;7.0;1
/;20091029;31;1;1;31.0;2;31.0;1
/;20091029;33;1;1;33.0;1;33.0;1
/;20091029;44;1;1;19.0;1;19.0;1
/;20091029;5390;1;1;329.0;1;329.0;1
/;20091029;6;1;1;6.0;1;6.0;1
/;20091029;93;1;1;24.0;1;24.0;1
/;20091030;0;16;10;0.0;16;0.0;16
/;20091030;106;1;1;26.666.666.666.666.600;3;80.0;1
/;20091030;1135;1;1;49.666.666.666.666.600;3;149.0;1
/;20091030;115;1;1;41.5;2;83.0;1
/;20091030;1267;1;1;633.5;2;1267.0;1
/;20091030;15;1;1;6.0;1;6.0;1
/;20091030;17;2;2;17.0;3;34.0;2
/;20091030;181;1;1;90.5;3;181.0;1
/;20091030;1835;1;1;38.0;1;38.0;1
/;20091030;23;1;1;11.0;2;11.0;1
/;20091030;25;1;1;16.0;2;16.0;1
/;20091030;273;1;1;23.0;1;23.0;1
/;20091030;30;1;1;30.0;2;30.0;1
/;20091030;307;1;1;18.5;2;37.0;1
/;20091030;3071;1;1;184.0;3;552.0;1
/;20091030;317;1;1;317.0;1;317.0;1
/;20091030;33;1;1;24.0;1;24.0;1
/;20091030;40;1;1;27.0;1;27.0;1
/;20091030;436;1;1;76.0;3;228.0;1
/;20091030;47;1;1;30.0;1;30.0;1
/;20091030;529;1;1;515.0;1;515.0;1
/;20091030;65;1;1;19.0;1;19.0;1
/;20091030;68;1;1;19.0;1;19.0;1
/;20091030;694;1;1;20.0;3;40.0;1
/;20091030;8;1;1;8.0;1;8.0;1
/;20091030;83;1;1;51.0;2;51.0;1
/;20091030;86;1;1;16.0;1;16.0;1
/;20091030;934;1;1;313.0;1;313.0;1
/;20091030;99;1;1;58.0;1;58.0;1
/;20091031;0;9;9;0.0;9;0.0;9
/;20091031;109;1;1;60.0;1;60.0;1
/;20091031;118;1;1;10.25;4;41.0;1
/;20091031;12;1;1;12.0;1;12.0;1
/;20091031;152;1;1;13.5;3;27.0;1
/;20091031;21;1;1;12.0;1;12.0;1
/;20091031;246;1;1;246.0;2;246.0;1
/;20091031;306;1;1;93.0;3;279.0;1
/;20091031;58;1;1;16.5;2;33.0;1
/;20091031;77;1;1;42.0;2;42.0;1
/;20091031;796;1;1;12.0;1;12.0;1
/;20091031;829;1;1;11.0;1;11.0;1
/;20091101;0;7;7;0.0;7;0.0;7
/;20091101;1113;1;1;323.0;1;323.0;1
/;20091101;14;1;1;14.0;1;14.0;1
/;20091101;19;1;1;7.0;1;7.0;1
/;20091101;45;1;1;14.0;1;14.0;1
/;20091101;47;1;1;47.0;1;47.0;1
/;20091101;478;1;1;129.0;1;129.0;1
/;20091101;86;1;1;12.5;3;25.0;1
/;20091102;0;16;16;0.0;16;0.0;16
/;20091102;102;1;1;102.0;1;102.0;1
/;20091102;134;1;1;36.0;1;36.0;1
/;20091102;140;1;1;35.0;1;35.0;1
/;20091102;1666;1;1;17.0;1;17.0;1
/;20091102;22;1;1;7.0;2;7.0;1
/;20091102;2256;1;1;33.0;1;33.0;1
/;20091102;24;1;1;24.0;1;24.0;1
/;20091102;253;1;1;39.0;4;117.0;1
/;20091102;26;1;1;26.0;2;26.0;1
/;20091102;33;1;1;17.0;1;17.0;1
/;20091102;35;1;1;35.0;2;35.0;1
/;20091102;373;1;1;8.266.666.666.666.660;3;248.0;1
/;20091102;39;2;2;21.5;2;43.0;2
/;20091102;557;1;1;26.0;1;26.0;1
/;20091102;60;1;1;14.0;1;14.0;1
/;20091102;61;1;1;25.0;2;25.0;1
/;20091103;0;13;13;0.0;13;0.0;13
/;20091103;14;1;1;14.0;1;14.0;1
/;20091103;194;1;1;24.0;1;24.0;1
/;20091103;237;1;1;104.0;3;208.0;1
/;20091103;30;1;1;14.0;1;14.0;1
/;20091103;65;1;1;4.0;1;4.0;1
/;20091103;745;0;1;10.0;2;10.0;1
/;20091103;9;1;1;9.0;1;9.0;1
/;20091103;911;1;1;40.0;1;40.0;1
/;20091104;0;4;4;0.0;4;0.0;4
/;20091104;10;1;1;10.0;1;10.0;1
/;20091104;1134;1;1;17.333.333.333.333.300;3;52.0;1
/;20091104;149;1;1;6.0;1;6.0;1
/;20091104;16;1;1;9.0;1;9.0;1
/;20091104;23;1;1;23.0;1;23.0;1
/;20091104;238;1;1;34.0;1;34.0;1
/;20091104;262;1;1;15.5;2;31.0;1
/;20091104;27;1;1;27.0;2;27.0;1
/;20091105;0;10;9;0.0;10;0.0;10
/;20091105;13;1;1;6.5;3;13.0;1
/;20091105;130;1;1;11.0;2;22.0;1
/;20091105;1379;1;1;7.0;1;7.0;1
/;20091105;1640;1;1;18.0;1;18.0;1
/;20091105;17;1;1;17.0;1;17.0;1
/;20091105;22;1;1;22.0;2;22.0;1
/;20091105;32;1;1;32.0;2;32.0;1
/;20091105;323;1;1;108.0;3;216.0;1
/;20091105;520;0;1;20.0;2;20.0;1
/;20091105;98;1;1;58.0;1;58.0;1
/;20091106;0;13;13;0.0;13;0.0;13
/;20091106;10;1;1;10.0;1;10.0;1
/;20091106;15;1;1;15.0;1;15.0;1
/;20091106;16;1;1;11.0;1;11.0;1
/;20091106;173;0;1;6.0;1;6.0;1
/;20091106;245;1;1;21.0;1;21.0;1
/;20091106;29;1;1;20.0;2;20.0;1
/;20091106;295;1;1;12.5;2;25.0;1
/;20091106;324;1;1;108.0;4;324.0;1
/;20091106;508;1;1;55.0;2;55.0;1
/;20091106;81;1;1;24.0;2;48.0;1
/;20091107;0;8;8;0.0;8;0.0;8
/;20091107;1255;0;1;33.0;1;33.0;1
/;20091107;20;0;1;16.0;1;16.0;1
/;20091107;397;1;1;91.0;2;91.0;1
/;20091107;447;1;1;197.0;1;197.0;1
/;20091107;71;1;1;71.0;2;71.0;1
/;20091107;87;1;1;87.0;2;87.0;1
/;20091108;0;6;6;0.0;6;0.0;6
/;20091108;12;1;1;12.0;1;12.0;1
/;20091108;181;1;1;19.0;2;19.0;1
/;20091108;195;1;1;51.0;1;51.0;1
/;20091108;2013;0;1;12.666.666.666.666.600;3;38.0;1
/;20091108;33;1;1;33.0;1;33.0;1
/;20091108;49;1;1;49.0;2;49.0;1
/;20091108;594;0;1;10.666.666.666.666.600;3;32.0;1
/;20091109;0;9;8;0.0;9;0.0;9
/;20091109;11;1;1;11.0;1;11.0;1
/;20091109;23;1;1;11.5;2;23.0;1
/;20091109;27;1;1;22.0;1;22.0;1
/;20091109;39;1;1;12.5;3;25.0;1
/;20091109;44;1;1;41.0;1;41.0;1
/;20091109;82;1;1;35.5;2;71.0;1
/;20091109;89;1;1;14.0;2;14.0;1
/;20091110;0;9;9;0.0;9;0.0;9
/;20091110;16;1;1;16.0;1;16.0;1
/;20091110;188;1;1;93.5;3;187.0;1
/;20091110;23;1;1;23.0;2;23.0;1
/;20091110;30;1;1;30.0;2;30.0;1
/;20091110;32;2;2;17.666.666.666.666.600;4;53.0;2
/;20091110;361;1;1;30.0;3;90.0;1
/;20091110;50;1;1;20.0;1;20.0;1
/;20091110;62;1;1;19.0;1;19.0;1
/;20091111;0;12;7;0.0;12;0.0;12
/;20091111;1283;1;1;299.0;1;299.0;1
/;20091111;21;1;1;21.0;1;21.0;1
/;20091111;455;1;1;60.0;1;60.0;1
/;20091111;49;1;1;49.0;1;49.0;1
/;20091111;82;1;1;15.5;2;31.0;1
/;20091112;0;9;7;0.0;9;0.0;9
/;20091112;222;1;1;22.0;1;22.0;1
/;20091112;24;1;1;24.0;1;24.0;1
/;20091112;302;1;1;45.0;2;90.0;1
/;20091112;48;1;1;48.0;1;48.0;1
/;20091112;64;1;1;26.0;2;26.0;1
/;20091112;7;1;1;7.0;2;7.0;1
/;20091113;0;7;5;0.0;7;0.0;7
/;20091113;159;1;1;139.0;1;139.0;1
/;20091113;162;1;1;125.0;1;125.0;1
/;20091113;26;1;1;26.0;2;26.0;1
/;20091113;34;1;1;34.0;2;34.0;1
/;20091113;403;1;1;58.0;1;58.0;1
/;20091113;414;1;1;50.0;2;100.0;1
/;20091113;42;1;1;26.0;1;26.0;1
/;20091113;562;1;1;562.0;2;562.0;1
/;20091113;87;1;1;20.0;2;20.0;1
/;20091114;0;9;9;0.0;9;0.0;9
/;20091114;170;1;1;23.0;1;23.0;1
/;20091114;205;1;1;34.0;1;34.0;1
/;20091115;0;4;4;0.0;4;0.0;4
/;20091115;118;1;1;44.0;2;44.0;1
/;20091115;228;1;1;67.0;1;67.0;1
/;20091115;48;1;1;26.0;1;26.0;1
/;20091115;61;1;1;30.5;2;61.0;1
/;20091116;0;8;7;0.0;8;0.0;8
/;20091116;128;1;1;11.333.333.333.333.300;4;34.0;1
/;20091116;1799;0;1;12.0;1;12.0;1
/;20091116;19;1;1;19.0;2;19.0;1
/;20091116;1993;1;1;10.5;2;21.0;1
/;20091116;343;1;1;75.0;2;75.0;1
/;20091116;37;1;1;37.0;1;37.0;1
/;20091116;407;0;1;22.0;3;66.0;1
/;20091117;0;13;12;0.0;13;0.0;13
/;20091117;13;1;1;13.0;1;13.0;1
/;20091117;22;1;1;19.0;1;19.0;1
/;20091117;238;1;1;35.0;1;35.0;1
/;20091117;272;1;1;52.0;1;52.0;1
/;20091117;29;1;1;6.0;1;6.0;1
/;20091117;4748;1;1;6.0;2;12.0;1
/;20091117;77;1;1;35.0;2;35.0;1
/;20091117;80;1;1;52.0;1;52.0;1
/;20091117;85;1;1;18.0;1;18.0;1
/;20091118;0;14;14;0.0;14;0.0;14
/;20091118;1;0;1;0.0;1;0.0;1
/;20091118;10;1;1;10.0;1;10.0;1
/;20091118;14;1;1;14.0;1;14.0;1
/;20091118;279;1;1;279.0;1;279.0;1
/;20091118;34;1;1;13.0;2;13.0;1
/;20091118;46;1;1;11.333.333.333.333.300;4;34.0;1
/;20091118;533;1;1;63.666.666.666.666.600;3;191.0;1
/;20091118;66;1;1;12.0;1;12.0;1
/;20091118;71;1;1;35.0;1;35.0;1
/;20091118;879;0;1;7.166.666.666.666.660;6;43.0;1
/;20091118;94;1;1;60.0;2;60.0;1
/;20091119;0;26;26;0.0;26;0.0;26
/;20091119;101;1;1;51.0;2;102.0;1
/;20091119;108;1;1;37.0;1;37.0;1
/;20091119;117;1;1;14.0;1;14.0;1
/;20091119;1195;1;1;144.0;1;144.0;1
/;20091119;120;1;1;67.0;1;67.0;1
/;20091119;1276;1;1;67.0;3;201.0;1
/;20091119;133;2;2;31.5;2;63.0;2
/;20091119;144;1;1;23.0;3;46.0;1
/;20091119;149;1;1;26.0;2;26.0;1
/;20091119;151;1;1;102.0;1;102.0;1
/;20091119;160;1;1;160.0;1;160.0;1
/;20091119;1663;0;1;6.0;1;6.0;1
/;20091119;17;1;1;17.0;1;17.0;1
/;20091119;170;1;1;12.0;1;12.0;1
/;20091119;171;1;1;51.5;2;103.0;1
/;20091119;188;1;1;11.333.333.333.333.300;3;34.0;1
/;20091119;20;1;1;20.0;1;20.0;1
/;20091119;21;1;1;21.0;1;21.0;1
/;20091119;227;1;1;9.0;1;9.0;1
/;20091119;228;1;1;24.333.333.333.333.300;3;73.0;1
/;20091119;261;1;1;104.0;1;104.0;1
/;20091119;263;0;1;0.0;1;0.0;1
/;20091119;28;1;1;6.0;2;6.0;1
/;20091119;295;1;1;63.333.333.333.333.300;3;190.0;1
/;20091119;302;1;1;302.0;2;302.0;1
/;20091119;312;1;1;58.5;2;117.0;1
/;20091119;333;1;1;57.8;5;289.0;1
/;20091119;3426;1;1;564.75;5;2259.0;1
/;20091119;37;1;1;20.0;1;20.0;1
/;20091119;382;1;1;69.5;3;139.0;1
/;20091119;41;1;1;28.0;1;28.0;1
/;20091119;45;0;1;0.0;1;0.0;1
/;20091119;47;1;1;13.0;1;13.0;1
/;20091119;53;2;2;25.666.666.666.666.600;4;77.0;2
/;20091119;62;1;1;45.0;1;45.0;1
/;20091119;624;1;1;23.0;1;23.0;1
/;20091119;69;1;1;69.0;1;69.0;1
/;20091119;7;1;1;7.0;2;7.0;1
/;20091119;73;1;1;25.0;1;25.0;1
/;20091119;79;1;1;23.0;2;46.0;1
/;20091119;82;1;1;14.0;1;14.0;1
/;20091119;86;1;1;26.0;1;26.0;1
/;20091119;89;2;2;23.5;2;47.0;2
/;20091119;944;0;1;23.0;1;23.0;1
/;20091119;970;1;1;32.0;1;32.0;1
/;20091119;98;1;1;27.0;1;27.0;1
/;20091120;0;13;12;0.0;13;0.0;13
/;20091120;117;1;1;21.0;1;21.0;1
/;20091120;13;1;1;13.0;1;13.0;1
/;20091120;14;1;1;14.0;1;14.0;1
/;20091120;15;1;1;15.0;1;15.0;1
/;20091120;163;1;1;13.5;3;27.0;1
/;20091120;169;1;1;23.0;2;46.0;1
/;20091120;1805;1;1;7.0;3;21.0;1
/;20091120;19;1;1;16.0;1;16.0;1
/;20091120;23;1;1;4.0;1;4.0;1
/;20091120;27;1;1;16.0;1;16.0;1
/;20091120;289;1;1;59.75;4;239.0;1
/;20091120;31;1;1;14.0;1;14.0;1
/;20091120;32;1;1;32.0;2;32.0;1
/;20091120;35;1;1;6.0;1;6.0;1
/;20091120;41;1;1;41.0;1;41.0;1
/;20091120;463;1;1;38.666.666.666.666.600;4;116.0;1
/;20091120;54;1;1;54.0;1;54.0;1
/;20091120;58;1;1;58.0;2;58.0;1
/;20091120;73;1;1;49.0;1;49.0;1
/;20091120;78;1;1;78.0;2;78.0;1
/;20091120;87;1;1;87.0;1;87.0;1
/;20091120;97;1;1;5.0;1;5.0;1
/;20091121;0;11;11;0.0;11;0.0;11
/;20091121;119;0;1;22.0;1;22.0;1
/;20091121;177;1;1;31.0;1;31.0;1
/;20091121;53;1;1;30.0;1;30.0;1
/;20091121;56;1;1;34.0;1;34.0;1
/;20091121;86;1;1;42.5;2;85.0;1
/;20091121;97;1;1;27.0;2;27.0;1
/;20091121;98;1;1;43.0;1;43.0;1
/;20091122;0;6;6;0.0;6;0.0;6
/;20091122;11;1;1;11.0;1;11.0;1
/;20091122;17;1;1;17.0;1;17.0;1
/;20091122;178;1;1;130.0;1;130.0;1
/;20091122;34;1;1;21.0;2;21.0;1
/;20091122;40;1;1;40.0;1;40.0;1
/;20091122;41;1;1;25.0;1;25.0;1
/;20091122;44;1;1;44.0;1;44.0;1
/;20091122;46;1;1;30.0;2;30.0;1
/;20091122;50;1;1;50.0;2;50.0;1
/;20091122;61;1;1;17.0;1;17.0;1
/;20091123;0;17;17;0.0;17;0.0;17
/;20091123;100;1;1;5.0;2;5.0;1
/;20091123;124;1;1;22.0;4;66.0;1
/;20091123;138;1;1;58.0;2;58.0;1
/;20091123;14;1;1;14.0;1;14.0;1
/;20091123;147;1;1;13.0;1;13.0;1
/;20091123;25;1;1;8.333.333.333.333.330;4;25.0;1
/;20091123;33;1;1;18.0;1;18.0;1
/;20091123;35;1;1;35.0;1;35.0;1
/;20091123;47;1;1;20.0;1;20.0;1
/;20091123;547;1;1;18.0;1;18.0;1
/;20091123;60;1;1;16.5;2;33.0;1
/;20091123;627;1;1;26.0;1;26.0;1
/;20091123;88;1;1;24.0;1;24.0;1
/;20091123;9;1;1;9.0;1;9.0;1
/;20091124;0;16;14;0.0;16;0.0;16
/;20091124;156;1;1;156.0;2;156.0;1
/;20091124;1766;1;1;19.0;1;19.0;1
/;20091124;182;1;1;83.0;1;83.0;1
/;20091124;286;1;1;286.0;2;286.0;1
/;20091124;65;0;1;0.0;1;0.0;1
/;20091124;97;1;1;48.0;3;96.0;1
/;20091125;0;13;11;0.0;13;0.0;13
/;20091125;133;1;1;11.0;1;11.0;1
/;20091125;1362;1;1;922.0;1;922.0;1
/;20091125;179;1;1;54.0;1;54.0;1
/;20091125;187;1;1;15.5;2;31.0;1
/;20091125;27;1;1;27.0;2;27.0;1
/;20091125;343;1;1;171.5;3;343.0;1
/;20091125;50;1;1;6.0;3;12.0;1
/;20091125;519;1;1;49.5;2;99.0;1
/;20091125;532;1;1;532.0;2;532.0;2
/;20091125;56;1;1;56.0;1;56.0;1
/;20091125;74;1;1;19.0;2;19.0;1
/;20091125;88;1;1;34.0;2;34.0;1
/;20091125;94;1;1;94.0;2;94.0;1
/;20091126;0;14;13;0.0;14;0.0;14
/;20091126;15;1;1;15.0;1;15.0;1
/;20091126;2122;1;1;26.0;1;26.0;1
/;20091126;245;1;1;122.5;3;245.0;1
/;20091126;299;1;1;152.0;1;152.0;1
/;20091126;34;1;1;19.0;1;19.0;1
/;20091126;4;1;1;4.0;1;4.0;1
/;20091126;447;1;1;5.0;1;5.0;1
/;20091126;567;1;1;57.0;1;57.0;1
/;20091126;75;1;1;52.0;1;52.0;1
/;20091127;0;6;6;0.0;6;0.0;6
/;20091127;106;1;1;27.5;3;55.0;1
/;20091127;16;1;1;16.0;1;16.0;1
/;20091127;1851;1;1;22.0;1;22.0;1
/;20091127;192;1;1;24.5;2;49.0;1
/;20091127;20;1;1;20.0;1;20.0;1
/;20091127;21;1;1;21.0;2;21.0;1
/;20091127;31;1;1;15.0;1;15.0;1
/;20091127;51;1;1;14.0;2;28.0;1
/;20091127;6;1;1;6.0;1;6.0;1
/;20091127;7;1;1;7.0;1;7.0;1
/;20091127;97;1;1;32.0;1;32.0;1
/;20091128;0;5;5;0.0;5;0.0;5
/;20091128;113;1;1;32.5;3;65.0;1
/;20091128;1657;1;1;11.0;1;11.0;1
/;20091128;1889;1;1;28.0;1;28.0;1
/;20091128;387;1;1;43.0;1;43.0;1
/;20091128;59;1;1;59.0;1;59.0;1
/;20091128;75;1;1;36.0;1;36.0;1
/;20091129;0;4;4;0.0;4;0.0;4
/;20091129;145;1;1;31.0;2;62.0;1
/;20091129;1683;1;1;9.0;1;9.0;1
/;20091129;17;1;1;17.0;1;17.0;1
/;20091129;53;1;1;29.0;1;29.0;1
/;20091129;533;1;1;533.0;2;533.0;1
/;20091129;54;1;1;54.0;2;54.0;1
/;20091129;88;1;1;43.5;3;87.0;1
/;20091130;0;14;13;0.0;14;0.0;14
/;20091130;12;1;1;12.0;1;12.0;1
